SEQ_NM,WEEKS,DAYS,FMLE_CURNT_CNT,SPAWN_RT,AVRG_SPAWN_WT,CNT_PER_FEED_QY,AVRG_WGH,CNT_PER_BEV_QY,BEV_FODR_RATE,TOP_TP,LWET_TP,TOP_HMDT,LWET_HMDT
389,66,4,101815,87,59.8,108.7,0,190,1.75,23,28,61,76
390,66,5,101802,90.7,59.7,110.7,0,187,1.69,23,28,57,78
391,66,6,101792,85.1,59.7,106.9,0,184,1.73,23,25,65,74
392,66,7,101774,87.8,59.8,125.9,0,191,1.52,23,28,49,70
393,67,1,101764,87.67,59.8,118.9,0,191,1.61,23,28,58,74
394,67,2,101751,88.8,59.7,110.7,0,188,1.7,23,28,58,74
395,67,3,101744,87.95,59.9,108.8,0,180,1.66,24,27,64,75
396,67,4,101732,88.53,59.8,110.9,0,197,1.79,23,26,53,77
397,67,5,101721,86.35,59.9,114.7,0,196,1.71,23,28,36,69
398,67,6,101704,89.1,59.8,108.2,0,193,1.78,23,27,39,70
399,67,7,101672,88.24,59.8,114.7,0,194,1.69,22,27,37,65
400,68,1,101652,86.39,59.9,111.8,0,191,1.71,22,26,40,64
401,68,2,101638,90.03,59.9,115.4,0,196,1.71,22,27,40,63
402,68,3,101623,86.05,60,114.2,0,199,1.74,23,27,42,56
403,68,4,101615,95.46,60,116.6,0,200,1.72,23,28,47,59
404,68,5,101606,83.9,60.2,115.3,0,396,3.44,23,28,47,59
405,68,6,101585,86.18,60.2,119.5,0,192,1.61,22,27,43,56
406,68,7,101575,88.56,60.1,115.4,2198,193,1.68,22,28,42,63
407,69,1,101569,87.46,60.1,116.9,0,191,1.64,22,28,40,64
408,69,2,101557,87.25,60.2,116.1,0,193,1.66,22,26,45,66
409,69,3,101546,87.82,60.2,114.8,0,196,1.71,22,27,49,67
410,69,4,101529,89.76,60.3,116.7,0,200,1.72,22,26,51,67
411,69,5,101519,93.78,60.4,118.3,0,193,1.64,22,27,49,69
412,69,6,101511,81.84,60.5,116.3,0,195,1.68,23,26,51,70
413,69,7,101502,87.85,60.5,117.9,2209,191,1.63,21,25,45,67
414,70,1,101496,88.8,60.6,115.9,0,190,1.64,20,24,40,56
415,70,2,101480,87.82,60.8,114.7,0,192,1.67,20,25,34,58
416,70,3,101473,87.7,60.5,119.2,0,195,1.64,21,25,30,54
417,70,4,101459,88.2,60.5,114.7,0,196,1.72,22,26,36,55
418,70,5,101448,87.6,60.7,119.9,0,198,1.65,21,27,35,52
419,70,6,101437,87.4,60.7,116.3,0,194,1.67,21,25,35,52
420,70,7,101432,87.7,60.6,117.9,0,192,1.63,22,25,47,62
421,71,1,101422,86.6,60.7,116.3,0,193,1.66,21,25,47,64
422,71,2,101411,86.8,60.7,119.1,0,195,1.64,20,24,30,59
423,71,3,101406,88.4,60.7,121.6,0,195,1.61,19,24,30,57
424,71,4,101391,91.64,60.7,119.5,0,193,1.62,19,23,32,52
425,71,5,101377,77.6,60.7,117.5,0,196,1.67,19,24,37,58
426,71,6,101370,89.79,60.9,119.1,0,189,1.59,20,24,32,58
427,71,7,101364,89,60.9,120.3,2229,192,1.6,19,25,40,58
428,72,1,101356,85.99,60.7,119,0,191,1.61,20,25,41,63
429,72,2,101342,84.4,60.8,120.5,0,203,1.69,19,25,36,68
430,72,3,101330,91.18,60.6,120.2,0,191,1.59,20,24,48,58
431,72,4,101315,81.8,60.9,118.6,0,192,1.63,20,2407,39,62
432,72,5,101303,86.29,60.9,119.5,0,187,1.57,19,24,30,54
433,72,6,101287,86.3,60.9,124.9,0,192,1.54,19,23,31,52
434,72,7,101269,86.7,60.9,123.6,2222,189,1.53,19,24,36,55
435,73,1,101254,95.9,60.9,119.3,0,193,1.62,19,24,41,59
436,73,2,101245,77.3,61.1,120.3,0,195,1.62,20,25,39,59
437,73,3,101232,83.6,61,121.6,0,196,1.62,20,24,30,63
438,73,4,101204,84.6,61,124.6,0,190,1.52,19,23,31,54
439,73,5,101189,84.9,61,121.1,0,197,1.63,19,24,26,55
440,73,6,101181,86.4,61.1,118.2,0,213,1.81,19,25,40,56
441,73,7,101166,90.8,61.1,117.7,2174,192,1.64,21,23,49,64
442,74,1,101146,78.1,61.2,116.1,0,185,1.59,19,23,29,62
443,74,2,101140,84.39,60.8,118.5,0,189,1.6,19,23,298,58
444,74,3,101125,88.7,61.1,118.1,0,193,1.64,19,22,35,52
445,74,4,101113,82.87,61,117.3,0,191,1.64,19,24,37,55
446,74,5,101104,83.03,61.1,118,0,200,1.7,20,24,36,56
447,74,6,101099,85.82,61,118.8,0,191,1.61,20,25,36,61
448,74,7,101077,82,60.9,117,2224,191,1.64,19,23,32,58
449,75,1,101059,83.8,61.9,116.5,0,186,1.6,19,22,30,50
450,75,2,101053,80.4,61.1,113.8,0,197,1.74,19,23,30,55
451,75,3,101042,86,61,117,0,191,1.64,19,24,31,54
452,75,4,101024,84.3,61.1,115.3,0,194,1.69,19,24,32,57
453,75,5,101005,82.6,61,115.7,0,198,1.72,19,24,41,59
455,75,7,100983,59.9,61.5,115.6,2228,189,1.64,19,24,47,59
456,76,1,100968,83.5,61.3,116.9,0,192,1.65,19,25,44,59
457,76,2,100955,82.6,61.2,118.6,0,204,1.72,20,26,43,61
458,76,3,100938,82.4,61.3,118.2,0,221,1.87,23,26,57,64
459,76,4,100898,79.9,61.4,117.5,0,200,1.71,20,27,50,70
460,76,5,100859,90.5,61,110,0,183,1.67,19,22,42,57
461,76,6,100831,77.2,61,118.2,0,206,1.75,19,23,41,55
462,76,7,100811,79.2,61.3,113.9,2170,186,1.64,19,22,44,60
463,77,1,100782,81.5,61.4,115.5,0,190,1.65,19,20,40,55
464,77,2,100766,81.2,61.4,118.2,0,194,1.64,19,21,31,56
465,77,3,100750,83.4,61.5,117,0,190,1.63,19,22,39,57
466,77,4,100716,78.4,61.7,114.7,0,191,1.67,19,21,39,58
467,77,5,100701,81.2,61.7,117.2,0,192,1.64,19,22,41,57
468,77,6,100682,79.6,61.3,126.6,0,201,1.59,37,60,37,60
469,77,7,100667,81.9,61.6,120.1,2179,214,1.79,19,20,41,57
471,78,2,100651,61.3,60.5,0,0,0,0,17,24,39,0
472,78,3,69874,42.3,59.1,108.1,0,232,2.15,17,19,0,0
473,78,4,69849,51.99,59.2,93.1,0,170,1.83,17,20,0,0
474,78,5,69833,56.44,60.5,0,0,0,0,0,0,0,0
