SEQ_NM,WEEKS,DAYS,FMLE_CURNT_CNT,SPAWN_RT,AVRG_SPAWN_WT,CNT_PER_FEED_QY,AVRG_WGH,CNT_PER_BEV_QY,BEV_FODR_RATE,TOP_TP,LWET_TP,TOP_HMDT,LWET_HMDT
90,23,6,103802,93.97,54,114.7,0,181,1.58,19,23,48,65
91,23,7,103798,95.7,54.3,111.4,2014,182,1.64,20,22,51,69
92,24,1,103795,95,55.1,110.4,0,180,1.64,19,23,50,68
93,24,2,103792,95.4,54.9,110.2,0,182,1.66,19,21,37,62
94,24,3,103790,96.65,54.8,112.2,0,181,1.62,20,21,43,62
95,24,4,103787,96.5,55.3,110.7,0,184,1.66,20,22,43,60
96,24,5,103780,95.37,55.3,113.1,0,186,1.65,20,25,31,59
97,24,6,103772,96.6,55.4,112,0,206,1.85,20,24,44,61
98,24,7,103768,96.3,55.7,112.3,2043,194,1.73,20,25,53,61
99,25,1,103767,96.6,55.9,112.6,0,178,1.58,20,21,45,64
100,25,2,103762,95.96,56.1,113.4,0,183,1.62,19.6,23.3,41,63
101,25,3,103760,97.17,56.1,114.9,0,181,1.58,19,21,43,59
102,25,4,103758,96.52,56.3,112.1,0,204,1.82,19,21,43,64
103,25,5,103757,96.6,56.4,116.2,0,186,1.61,19,21,35,63
104,25,6,103755,96.8,56.6,112.5,0,183,1.63,19,21,40,60
105,25,7,103750,96.6,56.7,112.8,2072,185,1.64,19,21,46,65
106,26,1,103746,96.39,56.8,112.6,0,184,1.64,19,21,46,62
107,26,2,103742,96.73,57,116,0,186,1.61,19,21,41,62
108,26,3,103739,97,57.1,115.3,0,188,1.63,19,21,47,61
109,26,4,103737,96.9,57.3,116.3,0,186,1.6,19,21,43,63
110,26,5,103736,96.6,57.3,115.3,0,187,1.63,19,21,43,63
111,26,6,103735,97,57.6,116.3,0,186,1.61,19,21,43,64
112,26,7,103731,96.9,57.8,114.8,2091,188,1.64,19,21,48,65
113,27,1,103725,96.86,57.8,116.5,0,186,1.6,19,20,48,63
114,27,2,103723,96.54,57.8,118.3,0,216,1.83,19,23,48,62
115,27,3,103721,97.38,57.8,117.8,0,183,1.56,19,21,46,61
116,27,4,103717,97.1,57.9,116.4,0,186,1.6,19,20,42,63
117,27,5,103714,96.72,58,123.2,0,188,1.53,19,21,38,61
118,27,6,103710,97.51,58.1,117.8,0,204,1.74,19,21,44,63
119,27,7,103704,96.71,58.3,117.5,2114,190,1.62,19,21,45,63
120,28,1,103700,96.91,58.3,117.6,0,198,1.69,19,23,48,62
121,28,2,103697,96.61,58.5,120.9,0,188,1.56,19,22,51,60
122,28,3,103690,97.04,58.5,117.1,0,185,1.58,19,20,46,61
123,28,4,103687,96.6,58.5,118,0,187,1.59,19,20,39,62
124,28,5,103678,96.81,58.5,116.5,0,188,1.62,19,20,38,62
125,28,6,103674,96.95,58.6,114.9,0,185,1.62,19,20,44,62
126,28,7,103666,96.7,58.6,116.7,2130,188,1.62,19,21,47,63
127,29,1,103661,96.56,58.8,114.6,0,186,1.63,19,21,50,65
128,29,2,103658,96.26,58.8,115.9,0,189,1.63,19,21,43,63
129,29,3,103654,96.66,58.9,116.8,0,187,1.6,19,21,45,63
130,29,4,103649,96.38,58.9,118,0,188,1.6,19,20,46,62
131,29,5,103645,96.2,58.9,115.6,0,199,1.72,18,20,39,60
132,29,6,103641,96.65,58.9,115.2,0,187,1.63,18,21,44,62
133,29,7,103635,96.46,59,117.7,2123,186,1.58,19,21,47,63
134,30,1,103626,96.08,59.1,117.1,0,185,1.58,19,21,51,66
135,30,2,103620,96.09,59.2,118.4,0,186,1.57,19,21,36,63
136,30,3,103610,97,59.2,118.5,0,186,1.57,19,20,43,62
137,30,4,103605,96.2,59.1,118.8,0,185,1.56,20,20,47,63
138,30,5,103599,96.13,59.1,119.9,0,188,1.57,19,21,42,62
139,30,6,103592,97.1,59.2,120.2,0,188,1.57,19,21,44,61
140,30,7,103589,96.1,59.2,117.9,2153,188,1.6,19,21,47,62
141,31,1,103584,96.4,59.4,116.1,0,189,1.63,19,21,47,65
142,31,2,103580,96.39,59.4,120.4,0,193,1.6,20,23,51,65
143,31,3,103577,96.84,59.4,118.3,0,187,1.59,20,21,50,62
144,31,4,103573,96.26,59.6,119.8,0,187,1.56,19,20,47,63
145,31,5,103570,96.47,59.6,118.6,0,188,1.59,19,21,43,63
146,31,6,103566,97.03,59.6,119.1,0,203,1.71,19,20,47,62
147,31,7,103562,96.68,59.8,118.7,2175,192,1.62,19,20,39,61
148,32,1,103560,96.61,59.7,120.5,0,193,1.6,19,20,47,63
149,32,2,103556,96.47,59.8,119.7,0,189,1.59,19,21,38,62
150,32,3,103554,97.1,59.9,120.3,0,185,1.54,19,20,43,61
151,32,4,103548,96.48,59.9,119.8,0,186,1.56,19,20,44,61
152,32,5,103544,96.43,59.9,120.6,0,189,1.57,19,21,37,60
153,32,6,103542,96.89,60,120.3,0,189,1.58,19,21,43,61
154,32,7,103539,96.72,60.1,119.3,2184,202,1.7,19,21,47,61
155,33,1,103533,96.53,60.2,120.2,0,191,1.59,19,21,47,60
156,33,2,103530,96.45,60.3,121.6,0,190,1.56,19.8,21.1,36,60
157,33,3,103521,96.94,60.3,118.2,0,189,1.6,19,21,43,59
158,33,4,103514,96.54,60.4,119.2,0,192,1.62,19,21,43,60
159,33,5,103511,96.61,60.4,120,0,193,1.61,19,21,40,60
160,33,6,103509,96.91,60.5,116.8,0,192,1.65,19,21,46,62
161,33,7,103505,96.65,60.5,117.8,2189,211,1.79,19,22,43,61
162,34,1,103501,96.8,60.6,118.2,0,190,1.61,20,21,42,63
163,34,2,103497,96.41,60.5,119.3,0,208,1.74,20,23,38,61
164,34,3,103493,96.9,60.6,117.1,0,192,1.64,20,22,42,60
165,34,4,103490,96.5,60.7,118.9,0,193,1.63,20,22,42,60
166,34,5,103485,96.5,60.8,120.2,0,197,1.64,20,21,42,60
167,34,6,103482,96.9,60.8,119.7,0,202,1.69,19,21,47,62
168,34,7,103478,96.5,60.8,119.1,2190,189,1.59,19,21,47,63
169,35,1,103475,96.8,60.9,123.6,0,189,1.53,19,20,46,62
170,35,2,103471,96.4,60.9,119.8,0,195,1.63,19,21,37,61
171,35,3,103466,96.9,61,118.2,0,192,1.63,19,20,41,62
172,35,4,103464,96.4,61,120.8,0,195,1.62,19,21,37,64
173,35,5,103461,96.3,60.9,119.9,0,191,1.6,19,21,36,62
174,35,6,103457,97.02,61,121.7,0,190,1.57,19,21,43,59
175,35,7,103455,96.2,61,120.8,2209,214,1.78,19,21,46,61
176,36,1,103451,96,61,123.5,0,194,1.57,19,21,42,61
177,36,2,103447,96.2,61,123.8,0,210,1.7,19,24,29,60
178,36,3,103441,96.85,61,121.3,0,199,1.64,20,21,38,64
179,36,4,103435,96.2,61.1,128.7,0,194,1.51,20,21,54,63
180,36,5,103430,96,61.1,123.6,0,196,1.59,20,24,46,62
181,36,6,103424,96.5,61.1,121.8,0,190,1.57,20,24,44,63
182,36,7,103417,96.5,61.1,118.9,2207,191,1.61,19,21,49,61
183,37,1,103413,96.1,61,115.1,0,185,1.62,19,21,46,62
184,37,2,103409,96.1,61,122.5,0,217,1.77,19,21,35,61
185,37,3,103405,96.6,61,123.6,0,197,1.6,19,21,45,61
186,37,4,103403,96,61.2,121.7,0,210,1.73,19,22,46,63
187,37,5,103400,95.8,61.2,124.3,0,202,1.63,19,23,40,62
188,37,6,103398,96.4,61.2,124.1,0,196,1.58,19,22,46,57
189,37,7,103392,95.9,61.3,125.2,2234,193,1.55,19,21,42,61
190,38,1,103387,95.8,61.2,122.4,0,195,1.59,19,23,39,59
191,38,2,103377,95.71,61,123.7,0,196,1.59,19,21,48,61
192,38,3,103368,96.78,61.2,122.7,0,196,1.6,19,21,45,62
193,38,4,103366,95.84,61.2,121.9,0,191,1.57,19,21,43,60
194,38,5,103363,95.78,61.1,120.7,0,188,1.56,19,20,45,59
195,38,6,103361,96.06,61.1,123.3,0,187,1.52,19,22,48,62
196,38,7,103355,96,61.1,121.1,2242,205,1.7,19,21,51,62
197,39,1,103347,95.8,61,122.2,0,188,1.54,19,20,43,61
198,39,2,103343,95.4,61,123.1,0,191,1.55,18,21,37,60
199,39,3,103338,96.5,61.1,121.9,0,189,1.55,18,20,44,56
200,39,4,103328,95.7,61.1,123.8,0,202,1.64,18,20,43,59
201,39,5,103317,95.44,61.2,125,0,193,1.55,18.9,22.5,30,59
202,39,6,103313,95.9,61.3,122.7,0,192,1.57,18,22,37,57
203,39,7,103308,95.8,61.3,125.1,2262,193,1.55,19,23,29,59
204,40,1,103305,95.46,61.1,122.7,0,194,1.59,19,23,37,60
205,40,2,103301,95.09,61.2,121.2,0,185,1.53,19,23,47,62
206,40,3,103295,96.13,61.2,121.4,0,184,1.52,19,21,39,58
207,40,4,103292,95.88,61.3,119.2,0,187,1.58,18,23,29,58
208,40,5,103288,95.41,61.4,118.1,0,187,1.58,19,22,29,59
209,40,6,103283,95.98,61.3,117.7,0,207,1.76,19,21,36,58
210,40,7,103279,95.25,61.2,120.1,0,182,1.52,19,21,36,58
211,41,1,103276,95.66,61.2,119.9,0,183,1.53,19,22,37,57
212,41,2,103273,95.12,61.4,123.3,0,188,1.53,19,23,41,57
213,41,3,103271,95.7,61.3,122.9,0,209,1.7,19,24,29,58
214,41,4,103267,95.69,61.4,121.9,0,201,1.66,19,22,41,55
215,41,5,103265,94.76,61,123.5,0,193,1.57,19,23,22,56
216,41,6,103256,95.27,61.4,123.8,0,192,1.55,19,24,38,60
217,41,7,103248,95.59,61.3,121.3,2259,187,1.54,19,23,31,61
218,42,1,103244,95.22,61.4,122.7,0,188,1.54,19,22,38,58
219,42,2,103241,95.02,61.3,124.4,0,124,1,19,23,26,59
220,42,3,103237,95.15,61.3,125.3,0,193,1.55,19,24,34,55
221,42,4,103234,83.12,61.6,118.4,0,197,1.67,19,24,42,66
222,42,5,103228,95.07,61.4,117.7,0,194,1.66,19,23,40,68
223,42,6,103224,96.43,61.5,119.2,0,198,1.66,19,22,28,51
224,42,7,103221,92.51,61.5,119.9,2267,194,1.62,19,23,31,56
225,43,1,103214,94.21,61.4,116.4,0,189,1.63,19,24,29,57
226,43,2,103206,94.12,61.4,120.2,0,210,1.75,19,24,25,56
227,43,3,103201,96.82,61.2,118.2,0,191,1.62,19,23,34,53
228,43,4,103193,94.6,61.3,120.6,0,202,1.68,19,23,28,55
230,43,6,103181,87.32,61.5,120.4,0,190,1.58,19,22,29,56
231,43,7,103173,96.74,61.2,123.1,2254,188,1.53,19,22,32,56
232,44,1,103171,93.09,61.3,115.3,0,189,1.64,19,23,32,57
233,44,2,103165,93.76,61.3,120.5,0,190,1.58,19,24,36,57
234,44,3,103160,94.77,61.4,121.9,0,204,1.68,19,22,32,55
235,44,4,103148,94.75,61.4,120.1,0,188,1.57,19,23,33,55
236,44,5,103145,92.7,61.4,122.7,0,191,1.56,19,23,29,59
237,44,6,103139,94.9,61.3,119.5,0,187,1.57,19,22,38,58
238,44,7,103134,93.8,61.3,119.9,0,188,1.57,19,22,37,59
240,45,2,103126,86.5,61.3,121.2,0,191,1.58,19,25,21,58
241,45,3,103120,97.9,61.1,121.7,0,193,1.59,19,24,29,52
242,45,4,103112,92.3,61.2,121.3,0,196,1.62,19,25,26,56
243,45,5,103110,94.1,61.2,118.4,0,194,1.64,20,24,41,59
244,45,6,103106,94.4,61.3,119.9,0,187,1.57,20,23,43,59
245,45,7,103097,93.3,61.1,120.2,2261,189,1.58,19,23,44,60
246,46,1,103094,94.29,61.3,120.1,0,185,1.55,19,23,49,59
247,46,2,103091,97.86,61.2,120.3,0,185,1.54,19,22,30,57
248,46,3,103086,97.42,61.1,121.4,0,207,1.71,19,22,33,51
249,46,4,103084,87.39,61.2,121.5,0,192,1.58,19,22,36,52
250,46,5,103082,93.93,61.2,122.6,0,194,1.59,19,24,24,55
251,46,6,103070,94.51,61.3,121.8,0,195,1.6,20,24,33,55
252,46,7,103062,95.6,61.2,121.3,2268,189,1.56,19,24,29,56
253,47,1,103056,91.8,61.3,121.2,0,188,1.55,19,23,34,56
254,47,2,103053,93.43,61.2,122.2,0,194,1.59,19,25,28,55
255,47,3,103050,94.76,61.1,121.7,0,188,1.55,20,25,32,57
256,47,4,103041,94.6,61.2,120.3,0,198,1.65,19,26,40,63
257,47,5,103037,90.2,61.3,122.6,0,211,1.73,22,29,47,67
258,47,6,103033,93.5,61.3,119.1,0,197,1.66,23,27,56,67
259,47,7,103030,95.9,61.3,119.3,2261,195,1.64,23,27,55,69
260,48,1,103024,93.2,61.4,117.8,0,184,1.57,21,26,55,69
261,48,2,103020,96.7,61.2,117.6,0,191,1.63,21,26,51,63
262,48,3,103010,92.9,61.1,117.1,0,210,1.8,21,27,41,62
263,48,4,103002,90.3,61.2,123.1,0,202,1.64,22,28,22,56
264,48,5,102997,92.4,61.3,124.9,0,201,1.61,22,27,23,56
265,48,6,102986,94.2,61.3,110.9,0,196,1.77,22,25,54,67
266,48,7,102980,91.2,61.3,118.6,2269,205,1.73,21,24,57,65
267,49,1,102973,93.1,61.3,118.8,0,188,1.58,21,26,43,65
268,49,2,102971,94.6,61.1,119.2,0,186,1.57,21,26,45,63
269,49,3,102958,94.3,61.1,124.3,0,192,1.55,20,26,29,56
270,49,4,102952,94.3,61.1,123.1,0,203,1.65,22,27,27,51
271,49,5,102947,91.6,61.1,118.3,0,189,1.6,23,26,43,67
272,49,6,102937,92.3,61.2,117.8,0,183,1.56,22,24,58,68
273,49,7,102932,94.6,61,118.2,2263,189,1.6,21,27,55,68
274,50,1,102927,90.9,61.1,118.9,0,186,1.57,20,29,52,69
275,50,2,102921,93.9,61.1,112.8,0,177,1.57,21,24,44,64
277,50,4,102898,85.9,61,119,0,191,1.61,21,25,43,59
278,50,5,102887,92.7,61,121.5,0,191,1.58,21,26,48,64
279,50,6,102880,92.9,61,117.3,0,182,1.56,22,27,44,68
280,50,7,102869,92.9,60.8,117.4,2234,175,1.5,22,25,58,66
281,51,1,102849,92.7,60.9,121.3,0,199,1.65,21,24,57,65
282,51,2,102844,91.01,60.8,118.4,0,186,1.58,21,26,41,66
283,51,3,102839,94.04,60.8,118.4,0,192,1.63,21,25,48,64
284,51,4,102830,92.73,60.9,121.6,0,192,1.59,21,26,40,65
285,51,5,102823,99.96,60.8,122.7,0,202,1.65,22,28,44,66
286,51,6,102812,83.11,61,122.8,0,204,1.66,22,31,32,66
287,51,7,102807,93.86,60.8,116.5,2266,186,1.6,22,28,45,68
288,52,1,102801,92.4,60.9,116.4,0,186,1.61,22,26,42,69
289,52,2,102796,91.5,60.9,119.2,0,186,1.56,21,25,46,66
290,52,3,102792,93.3,60.8,113.1,0,198,1.76,23,30,48,70
291,52,4,102784,91.2,60.8,118.1,0,197,1.67,23,29,57,74
292,52,5,102777,92.5,61,120.7,0,195,1.62,23,29,43,73
293,52,6,102766,93.2,60.9,121.9,0,215,1.77,22,32,48,69
294,52,7,102757,95.2,60.8,116.3,2245,190,1.63,23,30,53,70
295,53,1,102749,91.8,61,118.6,0,225,1.9,23,32,53,70
296,53,2,102743,90.2,60.8,114.6,0,222,1.94,23,33,38,67
297,53,3,102735,92.5,60.6,114.5,0,222,1.94,23,33,43,76
298,53,4,102722,91.6,60.3,115.7,0,212,1.83,24,32,56,78
299,53,5,102716,91,60.8,115.8,0,189,1.64,23,30,56,74
300,53,6,102710,92.28,60.9,116.2,0,201,1.74,23,32,49,77
301,53,7,102705,92.61,60.7,115.3,2257,195,1.7,23,29,44,78
302,54,1,102696,91.28,60.9,116.5,0,197,1.7,23.1,29.4,43,70
303,54,2,102692,90.64,60.9,115.7,0,195,1.69,23,29,53,71
304,54,3,102683,91.88,60.8,112.5,0,189,1.69,23,28,52,70
305,54,4,102679,93.44,61.1,116.5,0,193,1.67,23,27,54,70
306,54,5,102673,88.15,61.3,117.2,0,200,1.71,23,28,53,73
307,54,6,102662,96.1,60.9,117.5,0,195,1.67,23,28,58,74
308,54,7,102651,88.81,60.7,118.6,2257,213,1.8,23,29,55,75
309,55,1,102637,93.4,60.5,120.9,0,204,1.69,23,31,51,73
310,55,2,102630,87.9,60.5,119,0,191,1.61,24,28,51,73
311,55,3,102617,95.9,60.5,118.1,0,184,1.56,24,28,55,76
312,55,4,102612,88.47,60.6,120.4,0,188,1.56,23,26,68,78
313,55,5,102606,89.78,60.6,120.9,0,194,1.61,23,28,58,76
314,55,6,102596,92.31,60.6,119.3,0,194,1.63,23,28,58,72
315,55,7,102578,90.1,60.7,120.8,2154,213,1.76,23,28,61,75
316,56,1,102561,91.05,60.6,119.5,0,191,1.6,23,28,62,54
317,56,2,102555,90.7,60.7,119.3,0,182,1.53,23,25,58,75
318,56,3,102542,92,60.7,116,0,187,1.62,23,26,60,72
320,56,5,102520,42.9,61.1,119,0,195,1.64,23,28,50,74
321,56,6,102516,93.6,60.6,119.9,0,194,1.62,23,28,51,72
322,56,7,102506,90.5,60.6,118.8,0,214,1.81,23,28,56,71
323,57,1,102498,90.7,60.6,116.6,0,198,1.7,23,29,59,72
324,57,2,102493,90.7,60.6,117.2,0,208,1.78,24,28,62,74
325,57,3,102482,89.9,60.6,114.9,0,193,1.68,23,28,65,76
326,57,4,102468,93.2,60.6,116.1,0,203,1.75,23,30,66,78
327,57,5,102460,91.3,60.4,108,0,201,1.87,25,29,64,75
328,57,6,102450,87,60.4,118.3,0,199,1.69,24,29,58,73
329,57,7,102445,88.7,60.5,115.3,2275,199,1.73,23,28,60,74
330,58,1,102433,91.3,60.5,111.7,0,181,1.62,23,25,67,74
331,58,2,102428,94.9,60.5,115.1,0,194,1.69,22,26,57,72
332,58,3,102420,89.5,60.5,115.5,0,194,1.68,23,28,51,73
333,58,4,102413,90.6,60.5,114.3,0,192,1.69,23,28,60,71
334,58,5,102407,89.1,60.6,114.3,0,195,1.71,23,29,65,74
335,58,6,102402,89.4,60.5,115.3,0,197,1.71,24,29,66,76
336,58,7,102379,89.6,60.4,113.6,2245,212,1.87,25,29,63,75
337,59,1,102366,87.1,60.5,110.6,0,195,1.77,25,29,68,75
338,59,2,102360,96.1,60.5,116.6,0,200,1.72,24,28,64,76
339,59,3,102358,85.4,60.5,115.9,0,186,1.61,24,26,72,77
340,59,4,102353,89.51,60.3,112.5,0,186,1.65,23,26,73,78
341,59,5,102341,92.67,60.5,115.4,0,196,1.7,23,28,58,74
342,59,6,102334,89.77,60.4,116.9,0,197,1.69,24,28,60,71
343,59,7,102326,94.5,60.4,115.5,0,195,1.69,24,28,59,74
344,60,1,102318,82.35,60.8,113.4,0,193,1.71,25,28,72,76
345,60,2,102315,89.67,60.4,114.4,0,192,1.68,25,28,69,77
346,60,3,102303,90.5,60.3,117.1,0,191,1.64,26,30,72,78
347,60,4,102297,90.19,60.3,110.9,0,183,1.66,25,29,72,79
348,60,5,102292,87.82,60.2,113.9,0,198,1.74,25,30,71,78
349,60,6,102285,92.6,60.1,112.3,0,199,1.77,27,30,72,79
350,60,7,102280,89.6,60,110.7,2255,208,1.88,26,30,72,80
351,61,1,102266,90.71,60,112.5,0,197,1.75,26,29,75,81
352,61,2,102249,88.3,60.1,114,0,219,1.93,26,33,67,79
353,61,3,102246,89.97,60,107.8,0,211,1.96,28,32,71,78
354,61,4,102233,88.73,59.8,116.4,0,186,1.6,25,29,68,79
355,61,5,102226,90.39,60,112,0,177,1.58,25,28,68,78
356,61,6,102218,90.01,60,102.8,0,184,1.8,25,28,73,79
357,61,7,102208,91.29,59.8,110.4,0,201,1.82,27,29,73,79
358,62,1,102203,89.72,59.6,118.7,0,209,1.76,27,32,70,79
359,62,2,102187,90.48,60.1,120.4,0,185,1.54,27,32,70,79
360,62,3,102181,92.45,59.9,107.7,0,205,1.91,25,32,70,79
361,62,4,102172,88.09,59.8,100.6,0,211,2.1,28,33,67,78
362,62,5,102154,83.56,59.5,104,0,214,2.07,28,32,70,77
363,62,6,102139,88.35,59.8,107.5,0,230,2.14,27,32,72,78
364,62,7,102125,89.76,59.9,108.7,2178,206,1.9,27,32,67,78
365,63,1,102115,86.13,59.8,115.7,0,208,1.81,27,32,71,79
366,63,2,102104,90.3,59.7,112.9,0,210,1.87,26,30,70,79
367,63,3,102096,89.34,59.8,100,0,196,1.96,26,31,71,78
368,63,4,102087,85.54,59.7,105.7,0,197,1.86,26,31,70,79
369,63,5,102076,92.44,59.7,107.6,0,206,1.92,26,31,72,79
370,63,6,102063,87.01,59.8,115.2,0,190,1.66,25,31,67,79
371,63,7,102053,86.48,59,112.2,2183,201,1.79,24,29,72,80
372,64,1,102041,86.51,59.9,117.5,0,212,1.81,25,31,70,78
373,64,2,102031,89.34,59.8,109.9,0,206,1.88,27,33,67,78
374,64,3,102015,88.1,59.6,102.8,0,209,2.04,28,32,65,77
375,64,4,102004,84.8,59.3,103.9,0,211,2.03,28,32,67,79
376,64,5,101975,87.85,59.4,108.2,0,210,1.94,27,33,67,80
377,64,6,101956,91.63,59.6,109,0,189,1.74,27,32,258,310
378,64,7,101933,86.13,59.6,105.6,0,198,1.88,27,33,67,80
379,65,1,101915,90.45,59.5,103.2,0,203,1.97,27,32.5,67,76
380,65,2,101903,84.56,59.5,105,0,191,1.83,26,30,62,76
381,65,3,101892,85,59.6,102.7,0,180,1.76,25,29,72,78
382,65,4,101882,86.77,59.8,108.2,0,179,1.65,23,28,51,73
383,65,5,101874,88.81,59.9,112.1,0,184,1.65,23.6,28.5,51,7
384,65,6,101864,87.83,59.8,113.6,0,180,1.58,23,28,57,69
385,65,7,101853,92.9,59.9,110.2,2161,177,1.61,23,27,60,73
386,66,1,101844,85.7,60,105.2,0,177,1.69,23,25,65,76
387,66,2,101836,83.3,60,108.8,0,188,1.74,23,27,58,74
388,66,3,101827,88.3,59.9,109.7,0,178,1.63,23,28,60,75
