SEQ_NM,WEEKS,DAYS,FMLE_CURNT_CNT,SPAWN_RT,AVRG_SPAWN_WT,CNT_PER_FEED_QY,AVRG_WGH,CNT_PER_BEV_QY,BEV_FODR_RATE,TOP_TP,LWET_TP,TOP_HMDT,LWET_HMDT
1688,18,4,121090,0,0,81.6,0,134,1.65,21,27,47,70
1689,18,5,121086,0,0,82.7,0,145,1.76,22,26,42,71
1690,18,6,121082,0,0,83.3,0,125,1.5,21,25,54,72
1691,18,7,121081,0,0,85.4,1665,130,1.53,21,28,30,74
1692,19,1,121078,0,0,86.6,0,152,1.76,21,29,38,71
1693,19,2,121075,0,0,88.3,0,138,1.57,22,29,40,76
1694,19,3,121070,0,0,87.3,0,144,1.65,22,27,63,77
1695,19,4,121067,0,0,92.6,0,140,1.51,22,27,61,79
1696,19,5,121061,1.52,0,86.9,0,149,1.72,22,26,57,79
1697,19,6,121056,2.38,45.7,91.1,0,164,1.81,22,28,52,76
1698,19,7,121049,3.71,46,94.5,1785,160,1.7,23,28,60,78
1699,20,1,121044,5.43,46.3,95.3,0,151,1.59,22,25,57,78
1700,20,2,121038,7.39,46.5,97.7,0,161,1.65,22,27,47,72
1701,20,3,121032,10.33,46.9,95.1,0,181,1.91,22,27,55,77
1702,20,4,121023,13.61,47.2,98.9,0,173,1.75,22,29,47,78
1703,20,5,121004,17.78,47.5,94.5,0,186,1.97,22,29,51,74
1704,20,6,120991,22.15,47.9,95.6,0,178,1.87,22,27,63,78
1705,20,7,120968,28.04,48.2,95.5,1869,183,1.92,22,28,56,78
1706,21,1,120937,33.12,48.5,96.7,0,191,1.98,23,27,61,77
1707,21,2,120904,38.69,48.8,93.2,0,193,2.08,23,27,62,77
1708,21,3,120887,44.4,49.1,96.5,0,212,2.21,23,28,62,77
1709,21,4,120864,50.55,49.5,96,0,188,1.96,23,28,58,79
1710,21,5,120848,55.49,49.9,95.7,0,190,1.99,23,28,63,79
1711,21,6,120828,60.71,50.1,97.9,0,197,2.02,23,31,46,78
1712,21,7,120806,64.68,50.4,93.3,1920,201,2.16,23,30,46,78
1713,22,1,120783,68.87,50.7,98.7,0,222,2.26,23,30,50,76
1714,22,2,120772,71.79,51,95.9,0,219,2.29,22,30,54,78
1715,22,3,120743,75.3,51.4,97.7,0,204,2.1,23,28,58,82
1716,22,4,120730,76.72,51.8,97.8,0,208,2.13,23,29,68,82
1717,22,5,120694,79.37,51.9,99.1,0,197,2,23,29,66,82
1718,22,6,120666,80.74,52.2,99.2,0,199,2.02,23,27,70,82
1719,22,7,120640,82.57,52.4,100.4,1929,207,2.06,23,28,70,82
1720,23,1,120614,83.61,52.6,99.4,0,202,2.03,22,28,61,82
1721,23,2,120593,83.3,52.9,103.9,0,205,1.98,22,29,59,83
1722,23,3,120568,85.2,52.9,101.3,0,209,2.07,23,28,57,77
1723,23,4,120550,84.8,53.2,105.4,0,215,2.05,23,28,55,78
1724,23,5,120531,86.2,53.5,101.1,0,230,2.28,22,31,46,83
1725,23,6,120503,85.7,53.4,101.5,0,221,2.18,22,31,44,72
1726,23,7,120482,86.5,53.5,99.6,1921,234,2.35,24,31,38,72
1727,24,1,120467,86.7,53.7,99.9,0,223,2.24,23,31,42,62
1728,24,2,120442,87.1,54.1,100.1,0,224,2.24,22,30,42,61
1729,24,3,120422,87.5,54.1,101.7,0,211,2.08,22,27,50,72
1730,24,4,120398,87.8,54.7,99.9,0,212,2.13,22,27,61,70
1731,24,5,120380,87.4,54.8,107.6,0,222,2.07,22,29,56,70
1732,24,6,120367,88.4,55,106.6,0,218,2.05,23,28,59,73
1733,24,7,120360,87.1,55.3,109.4,1950,235,2.15,23,30,55,73
1734,25,1,120350,88.4,55.3,105,0,224,2.14,24,28,62,73
1735,25,2,120335,88.4,55.3,107.3,0,224,2.09,23,30,56,72
1736,25,3,120321,88.8,55.3,105.8,0,223,2.11,24,31,57,72
1737,25,4,120315,88.78,55.6,103.4,0,219,2.12,24,30,60,71
1738,25,5,120300,88.93,55.7,100.6,0,233,2.32,25,32,59,71
1739,25,6,120296,88.66,55.5,100.4,0,233,2.32,27,31,61,70
1740,25,7,120284,88.9,55.9,102.9,1950,218,2.12,25,29,64,74
1741,26,1,120274,88.86,55.9,102.8,0,235,2.29,26,32,62,74
1742,26,2,120263,89,56,104.3,0,228,2.19,26,32,62,74
1743,26,3,120251,89.08,55.9,100.7,0,224,2.23,26,29,69,74
1744,26,4,120235,89.12,56.1,101.1,0,217,2.15,27,28,71,76
1745,26,5,120223,88.82,56.3,103.2,0,218,2.11,27,29,65,76
1746,26,6,120211,88.91,56.4,102.6,0,230,2.24,26,32,66,76
1747,26,7,120206,89.7,56.2,102.4,1936,220,2.15,27,29,70,79
1748,27,1,120202,88.9,56.6,105.3,0,237,2.26,27,32,67,79
1749,27,2,120190,89.3,56.3,98.9,0,244,2.47,27,32,67,79
1750,27,3,120180,89.57,56.2,98.3,0,231,2.36,27,31,73,78
1751,27,4,120165,89.4,56.5,99.7,0,233,2.34,27,32,70,80
1752,27,5,120155,89,56.2,98.2,0,231,2.36,26,33,67,80
1753,27,6,120144,89.8,56.1,94.6,0,227,2.41,26,34,65,80
1754,27,7,120119,89.4,55.9,94.9,1911,255,2.69,26,34,65,79
1755,28,1,120109,90.15,55.9,95,0,244,2.58,26,36,65,80
1756,28,2,120101,89.3,55.7,97.2,0,246,2.54,28,33,61,79
1757,28,3,120076,89.55,56.5,94.4,0,233,2.47,27,32,65,79
1758,28,4,120054,88.4,55.8,95.1,0,224,2.36,27,31,72,79
1759,28,5,120042,88.69,56,98.2,0,227,2.32,26,32,71,78
1760,28,6,120026,89.73,55.9,97.2,0,238,2.46,27,32,68,78
1761,28,7,120012,89.37,55.9,99.6,1888,235,2.37,27,31,66,77
1762,29,1,119999,89.49,56.2,99.4,0,229,2.31,27,31,74,78
1763,29,2,119995,88.9,56.2,98.7,0,234,2.38,27,33,71,79
1764,29,3,119984,89.16,56.1,100.4,0,237,2.37,27,33,71,79
1765,29,4,119976,89.66,56.1,99.9,0,217,2.18,26,29,68,79
1766,29,5,119969,88.97,56.7,104.7,0,232,2.22,26,30,72,79
1767,29,6,119961,89.67,56.5,109.6,0,233,2.13,23,29,72,79
1768,29,7,119949,90.29,56.9,114.6,1920,208,1.82,23,27,72,79
1769,30,1,119947,90.52,57.2,113.7,0,240,2.12,23,27,70,79
1770,30,2,119946,90.23,57.3,112.5,0,230,2.05,24,30,71,79
1771,30,3,119939,90.39,57.4,112.7,0,224,2,25,30,67,77
1772,30,4,119930,90.63,57.4,113.1,0,224,1.99,25,30,62,78
1773,30,5,119924,90.35,57.5,112.2,0,210,1.88,24,28,67,78
1774,30,6,119922,90.38,57.6,113.7,0,213,1.88,23,27,67,78
1775,30,7,119916,90.66,57.7,116.2,1957,227,1.96,23,30,58,78
1776,31,1,119911,91.19,57.9,115.9,0,225,1.94,23,28,70,78
1777,31,2,119902,90.67,58.2,115.4,0,220,1.91,25,27,71,78
1778,31,3,119898,90.53,58.2,117.3,0,220,1.88,25,28,71,78
1779,31,4,119889,90.99,58.1,115.6,0,213,1.84,24,28,66,78
1780,31,5,119880,90.53,58.3,118.9,0,211,1.78,23,27,56,76
1781,31,6,119870,90.94,58.4,118.7,0,217,1.83,22,27,63,76
1782,31,7,119865,90.7,58.5,120,1986,233,1.95,23,27,60,78
1783,32,1,119858,90.7,58.7,121.3,0,237,1.96,23,27,66,78
1784,32,2,119854,90.4,58.8,114.6,0,223,1.95,24,27,66,76
1785,32,3,119846,90.9,58.9,122.3,0,215,1.76,24,29,72,80
1786,32,4,119836,90.8,58.9,116.4,0,216,1.86,24,29,74,80
1787,32,5,119830,90.5,58.8,116.9,0,232,1.99,24,30,71,79
1788,32,6,119821,90.7,58.8,110.8,0,227,2.05,25,30,67,78
1789,32,7,119814,90.8,58.8,114.4,2000,217,1.9,25,28,72,79
1790,33,1,119809,90.6,58.9,115.1,0,224,1.95,24,28,70,79
1791,33,2,119803,73.8,59.5,121.4,0,231,1.91,25,31,68,79
1792,33,3,119798,92.2,59.3,119.6,0,215,1.8,25,28,68,80
1793,33,4,119790,94.4,59.3,117.7,0,207,1.76,22,25,64,74
1794,33,5,119781,88,59.4,118.4,0,218,1.85,23,28,53,76
1795,33,6,119776,91.2,59.3,117.6,0,227,1.94,23,26,68,79
1796,33,7,119773,90.13,59.4,118.1,2044,214,1.82,23,29,67,78
1797,34,1,119760,91.1,59.4,118.5,0,211,1.78,22,27,53,78
1798,34,2,119749,92.1,59.4,118.9,0,213,1.79,22,27,46,71
1799,34,3,119740,92.71,59.6,119.2,0,216,1.82,22,27,41,70
1800,34,4,119734,88.94,59.7,119.7,0,214,1.79,21,27,49,65
1801,34,5,119726,91.9,59.7,120,0,216,1.8,21,26,52,68
1802,34,6,119720,89.97,59.8,119.6,0,215,1.81,22,26,55,71
1803,34,7,119707,93.43,59.5,121.4,2049,206,1.7,22,23,63,71
1804,35,1,119696,88.4,59.9,120.7,0,215,1.78,21,25,49,70
1805,35,2,119690,90.94,60,119.9,0,213,1.78,21,27,46,71
1806,35,3,119678,91.17,60.1,120.9,0,213,1.77,21,27,52,73
1807,35,4,119669,91,60.1,121.7,0,221,1.82,22,27,56,74
1808,35,5,119666,89.86,60.2,122.2,0,223,1.83,23,29,49,73
1809,35,6,119660,90.15,60.2,121.4,0,231,1.91,22,27,64,75
1810,35,7,119651,90.94,60.2,121.1,2070,213,1.76,22,27,53,76
1811,36,1,119642,90.45,60.3,122.4,0,210,1.72,22,27,56,74
1812,36,2,119634,90.9,60.3,119.4,0,219,1.84,22,27,60,78
1813,36,3,119626,90.9,60.2,119.4,0,208,1.75,23,26,60,78
1814,36,4,119609,91,60.1,119.3,0,219,1.84,22,29,64,78
1815,36,5,119599,90.79,60.4,106.6,0,214,2.01,22,27,66,77
1816,36,6,119588,90.81,60.2,117.6,0,214,1.83,21,24,57,74
1817,36,7,119578,90.26,60.5,113.4,2089,197,1.74,21,25,53,64
1818,37,1,119566,86.96,60.6,119.7,0,203,1.7,21,23,61,74
1819,37,2,119560,88.98,60.4,124.7,0,215,1.73,20,24,38,74
1820,37,3,119551,93,60.4,119,0,208,1.75,20,25,42,64
1821,37,4,119547,88.5,60.5,120.8,0,207,1.72,21,24,49,66
1822,37,5,119534,88.85,60.7,120.8,0,216,1.79,21,27,45,68
1823,37,6,119530,91.89,60.7,118.8,0,240,2.02,22,27,45,58
1824,37,7,119521,87.6,60.7,117.3,2119,209,1.79,21.1,25.6,47,67
1825,38,1,119506,89.75,60.6,115.5,0,205,1.78,20,24,46,68
1826,38,2,119496,92.29,60.5,118,0,209,1.77,20,25,44,64
1827,38,3,119489,89.63,60.6,119,0,221,1.86,20,25,49,65
1828,38,4,119478,89.28,60.8,119.2,0,211,1.78,21,25,45,67
1829,38,5,119471,91.76,60.9,119.3,0,217,1.82,21,26,46,64
1830,38,6,119461,88.81,61,119.3,0,216,1.82,21,25,49,69
1831,38,7,119452,91.63,61,119.8,2127,223,1.86,21,25,49,71
1832,39,1,119446,88.56,60.9,119.2,0,228,1.92,21,26,42,68
1833,39,2,119443,89.53,60.9,120.3,0,219,1.83,21,26,41,67
1834,39,3,119435,90.42,60.9,118.1,0,211,1.79,21,25,51,65
1835,39,4,119418,90.45,60.9,117.9,0,232,1.97,22,26,41,62
1836,39,5,119410,90.6,60.9,116.1,0,214,1.85,21,25,45,66
1837,39,6,119404,89.54,61,116.2,0,208,1.8,21,24,46,58
1838,39,7,119392,91.4,61,117.2,2136,209,1.79,20,24,43,64
1839,40,1,119382,88.7,61,117,0,210,1.8,20,24,49,64
1840,40,2,119369,89.6,61,125.8,0,224,1.78,20,25,41,67
1841,40,3,119361,90.7,61.1,114.5,0,213,1.87,20,24,47,64
1842,40,4,119354,89.7,61,117.2,0,217,1.86,20,25,53,70
1843,40,5,119344,88.7,61,116.8,0,215,1.84,20,25,34,72
1844,40,6,119336,90.9,61.1,120.2,0,213,1.78,20,24,53,66
1845,40,7,119329,90,61,120,2149,216,1.8,21,25,49,66
1846,41,1,119315,91,61.1,118.5,0,222,1.88,20,24,45,67
1847,41,2,119298,89.4,61.1,119.5,0,209,1.75,20,24,45,67
1848,41,3,119289,89.7,61.1,119.1,0,211,1.78,20,23,46,64
1849,41,4,119281,91.33,61.2,119.9,0,218,1.83,19,23,39,64
1850,41,5,119271,89.24,61.3,119.2,0,210,1.76,20,23,27,60
1851,41,6,119263,91.64,61.2,121.7,0,214,1.76,20,23,38,62
1852,41,7,119255,87.18,61.3,121.7,2170,208,1.71,20,23,40,67
1853,42,1,119246,89.49,61.3,122,0,226,1.85,20,23,51,66
1854,42,2,119238,89.23,61.4,120.2,0,206,1.72,20,23,40,66
1855,42,3,119236,89.89,61.4,121.7,0,204,1.68,19,23,54,65
1856,42,4,119227,91.42,61.3,121.8,0,202,1.66,19,21,41,66
1857,42,5,119221,102.73,60.1,122.2,0,206,1.69,20,23,46,68
1858,42,6,119216,49.5,61.9,122.8,0,213,1.74,20,23,49,69
1859,42,7,119207,103,61.8,122.4,2194,210,1.72,20,23,53,71
1860,43,1,119198,77.78,61.6,122.8,0,193,1.58,19,22,48,68
1861,43,2,119191,92.11,61.9,122.8,0,196,1.6,19,22,35,64
1862,43,3,119183,88.52,61.4,123.2,0,197,1.6,20,22,38,61
1863,43,4,119175,92.06,61.3,121.8,0,200,1.65,20,23,37,61
1864,43,5,119161,89.04,61.3,123.2,0,205,1.67,20,25,30,57
1865,43,6,119155,88.88,61.4,121.5,0,207,1.71,20,25,46,63
1866,43,7,119148,89.11,61.4,121.7,2214,204,1.68,20,24,54,64
1867,44,1,119144,90.67,61.6,121.1,0,195,1.61,20,21,48,63
1868,44,2,119136,88.47,61.6,121,0,214,1.77,20,24.6,42,64
1869,44,3,119128,92.99,61.5,121.9,0,199,1.63,20,22,42,57
1870,44,4,119119,85.7,61.6,121.7,0,201,1.65,20,24,42,63
1871,44,5,119112,90.91,61.6,123.2,0,200,1.63,20,24,31,60
1872,44,6,119105,91.5,61.7,121.8,0,196,1.61,19,23,35,60
1873,44,7,119096,89.2,61.7,119.8,2213,202,1.69,20,22,49,65
1874,45,1,119087,89,61.6,123.3,0,204,1.66,20,22,43,61
1875,45,2,119078,88.2,61.7,121.3,0,196,1.62,20,23,45,63
1876,45,3,119061,91.9,61.8,121,0,196,1.63,20,23,44,61
1877,45,4,119054,88,61.7,121.4,0,198,1.64,20,21,45,63
1878,45,5,119049,92.8,61.8,124,0,196,1.58,18,21,35,62
1879,45,6,119041,86.12,61.9,123.2,0,197,1.61,19,21,49,64
1880,45,7,119035,89.3,61.9,124.9,2217,192,1.54,19,20,47,64
1881,46,1,119024,88.8,61.9,128.1,0,206,1.61,18,22,47,64
1882,46,2,119011,90.1,61.9,125.7,0,193,1.54,19,24,46,64
1883,46,3,119001,90.5,61.8,123.6,0,189,1.54,19,22,46,63
1884,46,4,118996,89.31,61.8,122.9,0,193,1.57,19,20,39,63
1885,46,5,118984,89.53,61.8,123.9,0,195,1.58,19,22,34,62
1886,46,6,118973,88.59,61.9,124.2,0,209,1.69,19,21,43,61
1887,46,7,118968,88.94,61.8,126.4,2225,200,1.59,19,23,44,64
1888,47,1,118960,87.69,61.8,127.1,0,209,1.65,20,24,47,62
1889,47,2,118950,88.28,61.8,123,0,196,1.59,20,24,49,64
1890,47,3,118943,96.02,61.8,123.4,0,208,1.69,20,21,45,61
1891,47,4,118933,81.28,61.8,124.3,0,202,1.63,19,21,42,63
1892,47,5,118920,88.35,61.7,123.3,0,202,1.65,19,22,37,63
1893,47,6,118915,88.8,61.6,126.5,0,200,1.59,19,20,48,63
1894,47,7,118906,88.72,61.8,124.3,2232,197,1.59,19,22,44,63
1895,48,1,118898,88.57,61.9,124.5,0,196,1.58,19,21,51,65
1896,48,2,118891,86.21,61.9,124.4,0,195,1.57,19,22,40,65
1897,48,3,118875,89.3,61.8,124,0,194,1.57,19,21,46,62
1898,48,4,118868,88.3,61.8,121.1,0,196,1.62,19,21,49,61
1899,48,5,118860,86.8,61.7,119.6,0,205,1.72,19,22,36,61
1900,48,6,118850,88.6,61.7,117.7,0,199,1.7,19,22,44,62
1901,48,7,118831,86.8,61.7,116.5,2216,200,1.72,19,21,43,64
1902,49,1,118819,87,61.7,117.4,0,196,1.67,19,21,52,65
1903,49,2,118807,86.2,61.7,114,0,192,1.69,19,21,36,62
1904,49,3,118801,88,61.8,121.8,0,194,1.6,19,21,46,62
1905,49,4,118791,88.8,61.6,122.4,0,195,1.6,20,21,50,64
1906,49,5,118785,87.5,61.5,117.7,0,195,1.66,20,22,40,62
1907,49,6,118780,88.7,61.5,117.5,0,209,1.78,19,22,42,61
1908,49,7,118766,87.8,61.4,120,2243,198,1.65,19,21,42,62
1909,50,1,118757,87,61.3,121.5,0,196,1.62,20,21,48,66
1910,50,2,118750,88.4,61.4,120.2,0,191,1.6,20,24,51,67
1911,50,3,118738,86.7,61.4,113.9,0,189,1.66,20,21,53,61
1912,50,4,118726,87.7,61.4,122.3,0,190,1.56,19,21,46,64
1913,50,5,118713,88.67,61.4,122.5,0,193,1.58,19,21,39,63
1914,50,6,118703,89,61.4,122.5,0,210,1.72,19,21,46,60
1915,50,7,118695,86.92,61.4,121.8,2241,196,1.61,19,21,47,62
1916,51,1,118687,87.89,61.4,119,0,197,1.66,19,21,43,62
1917,51,2,118676,87.08,61.4,119.6,0,189,1.58,19,21,36,62
1918,51,3,118661,87.29,61.5,120.5,0,189,1.58,19,21,41,61
1919,51,4,118643,87.4,61.5,119.7,0,192,1.61,19,21,39,61
1920,51,5,118630,86.2,61.4,119,0,191,1.61,19,21,36,62
1921,51,6,118616,88.1,61.5,120,0,190,1.59,19,21,39,61
1922,51,7,118602,87,61.5,119.9,2253,205,1.71,19,21,49,64
1923,52,1,118593,86.4,61.5,120.4,0,197,1.64,19,21,43,62
1924,52,2,118589,87.7,61.6,121,0,192,1.59,19,23,31,61
1925,52,3,118585,88.4,61.5,127,0,192,1.51,20,22,43,60
1926,52,4,118574,85.7,61.5,121,0,196,1.63,20,23,42,61
1927,52,5,118559,87.9,61.4,122.7,0,197,1.61,20,23,38,63
1928,52,6,118549,88.5,61.4,122.2,0,194,1.59,19,22,49,64
1929,52,7,118536,87.8,61.6,120.5,2249,210,1.74,19,23,42,63
1930,53,1,118529,88.1,61.5,121.3,0,196,1.62,19,22,43,64
1931,53,2,118521,86.59,61.4,119.1,0,209,1.76,20,24,39,62
1932,53,3,118509,88,61.5,121.1,0,196,1.62,20,23,42,60
1933,53,4,118497,87.4,61.5,121.6,0,200,1.65,19,23,41,62
1934,53,5,118492,87.14,61.5,121.4,0,202,1.67,19,23,39,62
1935,53,6,118482,87.2,61.4,121.6,0,198,1.63,19,22,49,61
1936,53,7,118467,87.4,61.4,122.5,2262,194,1.59,19,21,44,61
1937,54,1,118458,86.9,61.4,123.6,0,194,1.58,19,21,42,63
1938,54,2,118448,86.7,61.4,122.2,0,196,1.61,19,22,35,63
1939,54,3,118441,88.3,61.5,122.9,0,194,1.58,19,20,42,62
1940,54,4,118428,87.24,61.5,122.1,0,195,1.6,19,21,41,63
1941,54,5,118418,85.84,61.6,120.6,0,196,1.63,20,22,35,63
1942,54,6,118403,88.4,61.5,120.7,0,212,1.76,20,21,36,60
1943,54,7,118392,86.78,61.4,121.7,2266,196,1.61,20,21,41,61
1944,55,1,118386,85.1,61.4,123.3,0,199,1.62,20,24,39,60
1945,55,2,118372,86.5,61.4,130.3,0,211,1.63,20,24,28,61
1946,55,3,118365,87.6,61.3,131.1,0,199,1.52,20,23,43,65
1947,55,4,118356,85.56,61.5,127.6,0,198,1.56,20,22,55,66
1948,55,5,118349,88.19,61.5,124.4,0,198,1.59,20,24,46,66
1949,55,6,118339,86.55,61.4,125.5,0,200,1.6,20,24,56,62
1950,55,7,118329,86.25,61.3,117.4,2270,191,1.63,20,21,50,62
1951,56,1,118319,88.44,61.4,120.2,0,196,1.64,20,21,50,63
1952,56,2,118310,85.63,61.4,119.9,0,215,1.79,19,21,35,62
1953,56,3,118303,86.54,61.4,123.6,0,198,1.61,20,22,45,61
1954,56,4,118295,85.67,61.4,126.3,0,214,1.7,20,24,44,63
1955,56,5,118285,89.36,61.4,124.1,0,200,1.61,20,24,38,63
1956,56,6,118277,82.99,61.5,120.7,0,200,1.66,20,22,45,60
1957,56,7,118264,87.56,61.5,123.9,2276,197,1.59,19,22,40,60
1958,57,1,118252,85.08,61.4,125.9,0,196,1.56,19,23,39,60
1959,57,2,118239,87.73,61.4,120.7,0,197,1.64,19,23,48,62
1960,57,3,118229,86.62,61.3,125.3,0,205,1.64,19,23,43,63
1961,57,4,118220,85.9,61.4,123.1,0,203,1.66,19,23,40,63
1962,57,5,118209,86.94,61.4,120.3,0,204,1.7,19,22,48,63
1963,57,6,118199,85.7,61.5,121.5,0,205,1.69,19,23,47,64
1964,57,7,118190,86.2,61.6,125.7,2290,207,1.65,19,23,50,64
1965,58,1,118177,85.8,61.6,122.6,0,194,1.59,19,22,42,62
1966,58,2,118165,88.6,61.5,117.2,0,197,1.69,19,23,42,62
1967,58,3,118152,85.56,61.5,116.2,0,207,1.79,19,21,44,57
1968,58,4,118135,88.92,61.5,114.6,0,206,1.81,19,22,42,60
1969,58,5,118125,85.4,61.6,122.3,0,200,1.64,19,23,32,60
1970,58,6,118116,85.4,61.5,128.2,0,203,1.59,19,23,38,58
1971,58,7,118108,86.7,61.6,127.5,2291,208,1.63,19,23,33,60
1972,59,1,118099,86.4,61.5,127.2,0,204,1.61,19,23,39,62
1973,59,2,118088,86.62,61.7,119.8,0,201,1.68,19,23,49,64
1974,59,3,118076,87,61.6,116.7,0,162,1.39,19,21,39,58
1975,59,4,118066,86.48,61.6,119.4,0,216,1.81,19,23,32,58
1976,59,5,118053,85.2,61.6,116.8,0,199,1.71,19,23,28,60
1977,59,6,118029,88.67,61.6,117.3,0,200,1.71,19,23,37,58
1978,59,7,118016,82.14,61.7,117.9,2271,197,1.68,19,23,37,60
1979,60,1,118007,87.54,61.7,113.7,0,198,1.74,19,23,36,59
1980,60,2,117995,86.5,61.8,110.5,0,200,1.82,19,24,45,59
1981,60,3,117983,85.9,61.9,102.9,0,222,2.16,19,24,32,57
1982,60,4,117973,85.6,61.8,117.2,0,217,1.86,19,23,42,57
1983,60,5,117960,92.3,62,119.1,0,210,1.77,19,23,29,57
1984,60,6,117951,80.5,62,119.6,0,223,1.87,19,24,43,63
1985,60,7,117943,86.6,61.9,126.7,2291,206,1.63,19,23,34,63
1986,61,1,117933,84.8,61.8,128,0,208,1.63,19,23,40,59
1987,61,2,117922,86.3,61.9,127.7,0,210,1.65,19,24,37,57
1988,61,3,117914,85,61.8,123.7,0,211,1.71,19,24,37,57
1989,61,4,117906,85.3,61.8,127,0,214,1.69,20,25,44,66
1990,61,5,117896,84.7,61.9,127,0,202,1.6,20,23,42,66
1991,61,6,117864,92.2,61.9,123.7,0,205,1.66,19,23,29,231
1992,61,7,117856,83,61.8,127.2,2285,211,1.66,19,24,33,57
1993,62,1,117846,84.3,61.7,126.4,0,204,1.62,19,24,31,60
1994,62,2,117833,84.1,61.8,123.3,0,206,1.67,19,24,27,58
1995,62,3,117821,87.6,61.8,125.7,0,218,1.74,20,24,36,55
1996,62,4,117812,85.8,61.7,125.5,0,213,1.7,19,24,31,56
1997,62,5,117799,97.4,61.7,126.1,0,219,1.74,19,24,32,60
1998,62,6,117784,72.17,61.6,122.3,0,208,1.7,19,23,31,58
1999,62,7,117770,91.54,61.7,121,2282,204,1.69,19,23,32,56
2000,63,1,117754,82.03,61.8,119.5,0,205,1.72,19,24,35,58
2001,63,2,117739,83.29,61.8,120.8,0,205,1.7,19,24,39,58
2002,63,3,117729,85.9,61.8,123.6,0,214,1.73,19,23,30,55
2003,63,4,117716,86.11,61.8,123.1,0,206,1.68,19,23,35,57
2004,63,5,117706,86.24,61.8,122,0,206,1.69,19,24,33,60
2005,63,6,117694,85.97,61.7,118.5,0,201,1.7,19,23,40,59
2006,63,7,117683,84.02,61.7,122.3,2285,207,1.7,19,24,39,59
2007,64,1,117649,92.63,61.7,123.8,0,210,1.7,19,24,31,57
2008,64,2,117626,71.23,61.8,123,0,208,1.7,19,25,25,60
2009,64,3,117609,96.97,61.8,122.7,0,208,1.7,19,24,32,55
2010,64,4,117589,78.83,61.8,124.4,0,211,1.7,19,24,30,58
2011,64,5,117573,88.39,61.7,129.6,0,220,1.7,20,25,46,60
2012,64,6,117556,86.15,61.8,122.1,0,203,1.66,20,24,45,63
2013,64,7,117537,85.01,61.8,120.7,2281,202,1.67,20,24,46,62
2014,65,1,117526,86.09,61.9,119.6,0,203,1.7,20,23,51,63
2015,65,2,117509,90.24,61.8,119.9,0,203,1.7,19,24,32,60
2016,65,3,117495,89.24,61.8,130.3,0,221,1.7,19,23,38,52
2017,65,4,117478,78.8,61.7,123.2,0,209,1.7,19,23,38,53
2018,65,5,117465,84.87,61.8,125.9,0,213,1.7,19,24,30,57
2019,65,6,117458,84.45,61.7,126.7,0,215,1.7,20,24,36,57
2020,65,7,117441,84.3,61.9,123.2,2290,209,1.7,20,24,34,59
2021,66,1,117420,85.54,61.9,120.7,0,205,1.7,20.4,24.1,37,58
2022,66,2,117401,84.22,61.9,123.6,0,210,1.7,20,25,34,57
2023,66,3,117385,83.3,61.8,123,0,209,1.7,20,25,36,59
2024,66,4,117371,87.9,61.7,124.9,0,222,1.78,20,26,44,64
2025,66,5,117351,82.9,61.8,120,0,218,1.82,22,29,52,68
2026,66,6,117335,83.34,61.8,123.1,0,209,1.7,23,27,59,71
2027,66,7,117320,86.2,61.8,124.1,2289,211,1.7,23,27,58,71
2028,67,1,117301,84.8,62,120.9,0,213,1.76,22,26,49,67
2029,67,2,117290,83.7,61.9,123.5,0,202,1.64,21,25,53,64
2030,67,3,117274,86.3,61.9,118.5,0,211,1.79,21,27,44,64
2031,67,4,117254,86.6,61.8,117.5,0,219,1.87,23,27,29,58
2032,67,5,117244,84.1,61.8,119.5,0,214,1.8,22,26,28,60
2033,67,6,117225,81.6,61.9,124.6,0,222,1.79,22,25,57,69
2034,67,7,117205,84.6,61.9,121,2279,223,1.85,22,24,60,66
2035,68,1,117190,84.8,61.9,119.4,0,211,1.77,21,25,46,66
2036,68,2,117178,85.5,61.9,118.5,0,208,1.76,21,25,49,63
2037,68,3,117166,83.8,61.9,117.7,0,214,1.82,21,25,34,61
2038,68,4,117152,84.5,61.9,119.5,0,220,1.85,21,28,32,54
2039,68,5,117135,83.9,61.9,118.5,0,207,1.75,22,25,46,69
2040,68,6,117123,84.9,62,119.1,0,205,1.72,22,24,61,69
2041,68,7,117107,85.8,62,119.5,2268,207,1.74,22,27,58,70
2042,69,1,117087,82.8,62,119.6,0,210,1.76,22,29,58,70
2043,69,2,117075,84.07,62.1,117.1,0,199,1.7,21,24,45,65
2044,69,3,117057,93.7,62.1,118.5,0,219,1.85,20,24,44,58
2045,69,4,117034,84.1,62.1,117.8,0,221,1.88,21,25,46,61
2046,69,5,117018,81.15,62.1,121.4,0,212,1.75,22,26,52,65
2047,69,6,116997,80.83,62.2,122,0,212,1.74,22,27,48,67
2048,69,7,116977,82.9,62.1,119.9,2253,208,1.74,22,25,60,69
2049,70,1,116964,83.3,62.3,119.7,0,224,1.87,22,24,59,66
2050,70,2,116950,83.5,62.3,120.6,0,207,1.72,22,26,45,67
2051,70,3,116935,82.9,62.1,119.7,0,206,1.72,22,25,51,65
2052,70,4,116915,82,62.2,118.8,0,206,1.74,22,26,42,67
2053,70,5,116896,100.1,62.1,119,0,215,1.81,22,28,47,67
2054,70,6,116882,64.9,62.3,118.7,0,224,1.89,22,31,36,67
2055,70,7,116865,83.9,62.2,118.4,2276,204,1.73,22,28,49,68
