SEQ_NM,WEEKS,DAYS,FMLE_CURNT_CNT,SPAWN_RT,AVRG_SPAWN_WT,CNT_PER_FEED_QY,AVRG_WGH,CNT_PER_BEV_QY,BEV_FODR_RATE,TOP_TP,LWET_TP,TOP_HMDT,LWET_HMDT
2056,71,1,116840,80.9,62.4,118.2,0,207,1.76,22,26,46,70
2057,71,2,116823,85.1,62.4,118.7,0,204,1.72,22,25,49,67
2058,71,3,116802,82,62.3,118,0,212,1.8,23,29,52,72
2059,71,4,116777,81.8,62.2,119.1,0,210,1.77,23,29,60,75
2060,71,5,116757,82.8,62.1,115.7,0,213,1.84,23,28,46,72
2061,71,6,116743,82.6,62.1,117.5,0,239,2.04,22,31,52,70
2062,71,7,116728,82.4,62,119.8,0,213,1.78,23,29,56,72
2063,72,1,116711,82.2,62.1,117.8,0,249,2.12,23,32,46,71
2064,72,2,116696,82.2,62.2,118.5,0,238,2.01,23,33,41,67
2065,72,3,116671,80.3,62,118.1,0,228,1.93,23,33,47,77
2066,72,4,116645,81.4,61.9,117.9,0,216,1.83,23,32,58,78
2067,72,5,116623,81.75,62,116.5,0,200,1.72,23,29,58,78
2068,72,6,116604,82.2,62.1,114.8,0,212,1.85,23,31,53,76
2069,72,7,116584,81.1,62,115.4,2262,223,1.93,23,29,47,76
2070,73,1,116552,83.1,62,116.5,0,209,1.8,23,29,46,70
2071,73,2,116535,80.5,62.1,118,0,205,1.74,23,30,53,72
2072,73,3,116516,81.1,62,119.7,0,222,1.86,23,27,59,72
2073,73,4,116503,80.9,61.9,117.6,0,211,1.8,23,27,59,72
2074,73,5,116486,80.3,62,115.2,0,210,1.83,23,28,57,73
2075,73,6,116465,84.2,61.8,119.6,0,211,1.77,23,29,64,74
2076,73,7,116445,78.1,61.8,119.2,2289,224,1.88,23,29,62,74
2077,74,1,116437,84.5,61.8,118.5,0,216,1.83,23,30,53,72
2078,74,2,116426,74.5,61.8,119.3,0,199,1.67,24,28,57,74
2079,74,3,116414,83.3,61.8,115.8,0,199,1.73,24,28,58,75
2080,74,4,116402,81.3,61.9,114.4,0,197,1.73,23,26,69,78
2081,74,5,116378,79.6,61.9,118.9,0,205,1.73,23,27,64,74
2082,74,6,116356,82.4,61.8,115.9,0,209,1.81,23,27,63,73
2083,74,7,116334,79.7,61.7,116.8,2257,227,1.95,23,27,65,75
2084,75,1,116318,78.4,61.7,116.8,0,206,1.77,23,27,67,76
2085,75,2,116306,81.14,62,116.9,0,202,1.74,22,26,61,73
2086,75,3,116290,121.8,61.6,116.4,0,204,1.76,22,26,63,74
2087,75,4,116260,79.8,61.6,117.1,0,208,1.78,23,27,67,74
2088,75,5,116239,77.8,61.8,115.7,0,202,1.75,23,27,55,74
2089,75,6,116216,80.5,62,116.6,0,209,1.79,23,27,59,73
2090,75,7,116191,79.7,61.9,117.2,2236,236,2.02,23,27,64,73
2091,76,1,116177,79.1,61.7,115.5,0,221,1.92,23,28,66,73
2092,76,2,116158,79.3,61.9,116.4,0,224,1.93,24,27,67,75
2093,76,3,116135,79.3,62,119.7,0,210,1.76,23,28,68,75
2094,76,4,116113,78.8,61.8,115.8,0,215,1.86,23,30,68,76
2095,76,5,116101,79.4,61.7,119,0,210,1.77,25,29,66,75
2096,76,6,116087,79.3,61.9,116.5,0,214,1.84,24,29,61,74
2097,76,7,116055,79.1,61.9,115.9,2254,204,1.76,23,27,63,74
2098,77,1,116029,78.9,62.2,115.6,0,212,1.84,23,25,67,74
2099,77,2,115993,78.2,61.8,87.9,0,205,2.33,22,25,59,72
2100,77,3,115968,78.2,61.5,0,0,131,0,23,27,55,70
2101,77,4,115968,33,59.9,0,0,17,0,21,27,63,75
2102,77,5,115626,1.2,58.3,0,0,0,0,20,30,64,80
